note;commentaire;date;site;scrap_date
1;Lamentable meuble commandé le 26 novembre pour  normalement livraison vers le 13 décembre,  après 15 relances par mail (car pas de no de téléphone bien entendu) j'ai menacé de me  faire rembourser la totalité de mon meuble si je n'étais pas livré le 24 janvier. Par miracle le 24 janvier enfin l'appel du transporteur pour me livrer l'après midi. Je déconseille fortement 1er et dernier achat aucun SAV et aucun respect pour le client. Et le meuble TV SYBILLE noir la planche du dessus n'est pas la même couleur  que le reste du meuble il est bcp plus foncé...JE REGRETTE BCP MON ACHAT ET DECONSEILLE FORTEMENT CE SITE.;2024-01-31 22:01:11;cdiscount.com;2024-02-01 21:07:43
5;Livraison à temps, J'avais un petit souci avec la commande, le SAV était réactif et ils ont proposé des gestes commerciaux, remboursement d'une partie du paiement où un coupon avec 30% de la commande.Merci Menzzo, vous avez maintenant un nouveau client fidèle !;2024-01-26 11:56:53;cdiscount.com;2024-02-01 21:07:43
1;Sav médiocre ! Très compliqué de les joindre lors d'une réclamation. Reçu une table dans un état lamentable invendable irréparable le sav me propose un remboursement de 30€ 🤣 ! Bien sûr je refuse, il me propose 60€ (j'ai payé la table  176€) et en me disant que le remboursement serait long ect pour me décourager, je refuse encore une fois la table étant complètement abîmée , il me répond donc que je dois me débrouiller pour emballer une table !! Que sans les photos de la table emballée il n'enverrai pas le transporteur et donc pas de remboursement ! Je suis ravie de subir leurs problèmes !!!!;2024-02-01 14:27:20;cdiscount.com;2024-02-01 21:07:43
1;Livraison tardiveProduit de mauvaise qualitéProduit présenté avec une taille et en fait beaucoup plus petitNe fonctionnait pas car câblage en trois morceaux, raccordé avec chatterton mais les fils non dénudés et qui ne se touchaient pas. Avons dû refaire tout le photo à l'appui si besoin.;2024-02-01 10:26:56;cdiscount.com;2024-02-01 21:07:43
1;Le livreur a balancé mon colis  par dessus le portail de chez moi, une planche est complètement enfoncé !J etais pourtant chez moi, je l ai dit au livreur par SMS! Il ne m a même pas appelé juste un SMS pour me dire qu il le dépose j ai répondu que j etais chez moi , je suis sortie et j ai trouver le colis devant mon portail du côté de ma maison, il l a donc balance par dessus car le portail était fermé à clef!;2024-01-31 19:54:53;cdiscount.com;2024-02-01 21:07:43
3;Je ne peux pas juger le produit commandé car je ne l'ai jamais reçu. le colis a été perdu par le transporteur.Toutefois je vous remercie d'avoir relancé la commande et de m'avoir toujours répondu lors de mes différentes interrogations.En attendant une livraison prochaine.Salutations;2024-01-29 13:02:59;cdiscount.com;2024-02-01 21:07:43
2;Déçue...J'ai commandé un lampadaire à arc sur pied. L'abat-jour en plastique et tissu est arrivé en mauvais état : il a été enfoncé à plusieurs endroits et les marques sont bien visibles... Rien à dire concernant la tige en métal doré qui est, quant à elle, impeccable.;2024-02-01 14:16:18;cdiscount.com;2024-02-01 21:07:43
1;"Commandé 5 tabourets de bar en novembre: premier point négatif: livraison en retard; deuxième point négatif: qualité du matériel médiocre, bancal ... On renvoie;Troisième point négatif: commande retournée depuis un mois, pas de nouvelles pour le remboursement, aucune réponse aux nombreux mails, aux appels, rdv téléphonique pris avec le SAV NON HONORÉ ?!!Je n'ai aucune information concernant mon remboursement. Je vous déconseille FORTEMENT de commander chez eux";2024-02-01 11:11:53;cdiscount.com;2024-02-01 21:07:43
1;Le livreur n'a pas livré au pied de la porte mais  30 m et les paquets étaient très lourd or qu'il avait la place pour se garer juste devant la porte ça a été très dur de porter les paquets chez mou;2024-01-31 22:16:54;cdiscount.com;2024-02-01 21:07:43
4;La livraison est conforme à la commande. La notice, succincte et en langue étrangère, est cependant compréhensible. Le delai de livraison est par contre à la limite de l'acceptable. Plus d'un mois de retard sur la date pourtant annoncée, aucune information sauf en réponse aux relances.;2024-01-25 11:39:06;cdiscount.com;2024-02-01 21:07:43
1;Commande juin 2023 d'un meuble de 350€. Livraison plus longue qu'indiquée, colis avec des pièces abimées et des pièces absentes. Après de nombreuses démarches, par mail, beaucoup de promesses, y compris un remboursement promis en cas de non livraison fin décembre. Promesse non tenue, transporteur mis en cause par Menzzo. A ce jour, 29/01/2024 les pièces de rechanges toujours pas livrées. L'entreprise a refusé l'intervention du médiateur. Impossible de les joindre par téléphone. Avec tous les avis négatifs depuis des mois, MENZZO continue d'escroquer les clients. Que fait la DGCCRF.;2024-01-29 20:54:12;cdiscount.com;2024-02-01 21:07:43
2;Service client injoignable par tel.Quand on prend rdv, on ne nous rappelle pas.Contact par mail insatisfait. La réponse ne correspond pas à la question.Livraison beaucoup trop longue. Pas de suivi.Information. incohérentes sur le suiviBref jamais je ne referais de commande avec ce site;2024-02-01 11:30:36;cdiscount.com;2024-02-01 21:07:43
1;Le fournisseur a généré un doublon de commande et refuse de rembourser les frais de port (98 € x2) alors que nous n'avons toujours pas notre article commandé. Le SAV est de très mauvaise foi et pas moyen d'avoir un interlocuteur au téléphone. Quant à BUT, ils se dérobent derrière leur partenaire.ATTENTION AVIS TRÈS DÉFAVORABLE POUR MENZOO ET BUT EN LIGNE.;2024-01-30 16:03:17;cdiscount.com;2024-02-01 21:07:43
5;Depuis quelques années , seul un lecteur de DVD me permettait d'écouter les CD. Je voulais gagner en qualité audio avec une platine dédiée. C'est fait ! Nette différence grâce aussi à un câblage à la hauteur.Livraison dans le délais annoncé , prix doux lors des soldes de Janvier 2024;2024-02-01 11:32:34;cdiscount.com;2024-02-01 21:07:43
5;La lecture de ce livre vous en apprendra beaucoup sur votre fonctionnement face au changement, le votre et celui de vos équipes.L'application de cette méthode vous fera gagner beaucoup de confiance, de temps et d'argent.Je le recommande à tous, particuliers et professionnels.;2024-02-01 10:33:26;cdiscount.com;2024-02-01 21:07:43
5;La Fnac Ternes, c'est un des derniers magasins physiques de l'enseigne à Paris à absolument sauvegarder. Je dois traverser la Seine pour venir dans ce temple des produits culturels et je le fais dès que j'ai du temps le weekend. Le magasin est spacieux, la sélection encore variée (même si les rayons de culture de masse envahissent peu à peu les espaces autrefois préservés des produits culturels plus exigeants (musique classique...), on est loin de l'époque où il était possible d'écouter un bel enregistrement de piano dans un salon auditorium...les conseils des vendeurs notamment aux rayons musique classique...et le magasin est tout simplement beau à l'extérieur comme à l'intérieur. Mention spéciale pour les rayons livres aux 3ème et 4ème étages, musique classique au 2ème certes rétréci, DVD et Blurays où l'on ne trouve pas que les blockbusters...Merci à tout le staff d'être présent 7 jours sur 7 pour nous accompagner dans notre loisir culturel. Il faut sauver les beaux et bons magasins physiques, il faut aller à la Fnac Ternes!;2024-02-01 10:31:38;cdiscount.com;2024-02-01 21:07:43
5;Bonne réaction du service client de la Fnac qui a vite agit pour me rembourser la première commande qui n’avait semble-t-il pas été expédié. Pas très fan du prestataire de livraison (chronopost) par ailleurs, pour avoir déjà eu pas mal de problèmes avec eux.;2024-01-31 14:21:06;cdiscount.com;2024-02-01 21:07:43
1;Inadmissible !!!J'ai acheté un ordinateur lors des soldes. Le colis m'a été remis vide. Le SAV a été immédiatement averti. Le service ADV qui traite les demandes tout simplement clos ma demande sans m'avertir, ce que j'ai découvert hier. Je suis client Fnac+ depuis des années, je leur achète mon matériel informatique régulièrement... J'aurais apprécié que la Fnac ne se réfugie pas derrière des closes contractuelles contestables. Je recommande que le SAV soit géré par des commerciaux et non pas des juristes !!;2024-01-31 17:06:38;cdiscount.com;2024-02-01 21:07:43
5;"Il y a évidemment mieux sur le marché de la VR, mais ce sont des casques dépendant d'un super PC derrière, et surtout qui sont beaucoup plus chers à l'achat. Si vous souhaitez une très bonne expérience VR (voir des films sur un écran géant, des videos 360°, de la 3D, des jeux très immersifs) et cela sans disposer du dernier PC à 3000 €, foncez. Et si en plus vous bénéficiez d'un PC avec au moins une carte graphique récente, alors vous pourrez en plus bénéficier des jeux encore plus immersifs, avec une résolution graphique correcte, de votre écran PC ""géant"", etc. La réalité augmenté est un vrai plus, dont le potentiel n'est pas encore bien exploité.";2024-01-30 11:15:35;cdiscount.com;2024-02-01 21:07:43
5;RAS, commande et livraison standards.  Colis très bien emballé.Très bon son, beaucoup mieux que ma vieille charge 2, quoique des fois, en fonction de la pièce et de l'emplacement de l'enceinte, les basses peuvent être un peu trop présentes par rapport au volume des medium et aigus. RAS pour l'autonomie, plus de 2 jours complets d'affilés à faible volume.;2024-01-30 11:12:12;cdiscount.com;2024-02-01 21:07:43
5;J'adore flâner dans les rayons de la FNAC, parcourir le magasin, découvrir par surprise un livre, écouter un morceau de musique, avoir un conseil avisé d'un vendeur.... c'est tellement plus agréable et humain qu'une commande sans âme sur un site internet .... ! Soutenons les vrais commerces qui animent nos villes et nous enrichissent de culture !;2024-01-26 23:04:52;cdiscount.com;2024-02-01 21:07:43
4;Fnac Angers : vendeurs très gentils et agréables mais il faisait beaucoup trop chaud… bon courage aux vendeurs qui y travaillent et qui doivent le supporter toute la journée;2024-01-30 10:40:23;cdiscount.com;2024-02-01 21:07:43
5;Les figurines sont top, mes premières funko pop. Je n'aurais jamais penser les avoir si peu cher (4€ pièce). Je suis ravie !    Par contre je les ai fait livrer en relais colis et le transporteur à perdu le paquet donc ça a mis un peu de temps à arriver.;2024-02-01 11:40:42;cdiscount.com;2024-02-01 21:07:43
3;"Manque de disponibilité des vendeurs ""techniques"", c'est à dire ceux qui peuvent vous orienter dans votre achat.Lorsque l'on choisit Apple, on ne s'attend pas à une remise, à un prix bas. Donc le prisx n'est le facteur déterminant de l'achat .Par contre, qui peut nous guider en faction de l'usage ?";2024-02-01 17:41:55;cdiscount.com;2024-02-01 21:07:43
5;Ayant pu profiter d'une offre promotionnelle avec livraison très rapide (1 jour avant la date prévue), je souhaite que ces opérations seront encore plus nombreuses à l'avenir.;2024-02-01 14:56:43;cdiscount.com;2024-02-01 21:07:43
5;Ce livre est ce que beaucoup attendions ! En effet, la plupart des ouvrages sur la voix sont complexes, flous ou/et disent tout et leurs contraire en terme de geste vocal.Elena nous prouve qu'avec des outils précis et efficaces le geste vocal devient facile et libre. Je suis moi même coach vocal et c'est le livre référence que je propose à mes coachés. À mettre dans toutes les mains de ceux qui veulent apprendre à chanter en conservant leur santé vocale.Bravo à l'auteure.;2024-01-30 12:40:05;cdiscount.com;2024-02-01 21:07:43
1;J'ai commandé une BD sur le site et je l'ai reçu en anglais. J'ai appelé le service client dans un premier temps m'adresse un bon de retour pour échange puis me rappelle pour me dire refus car indiquer sur le site. Entretemps la mention en anglais a été rajouté, je suis tellement déçue de cette attitude.;2024-01-30 18:05:34;cdiscount.com;2024-02-01 21:07:43
1;"Propose des prix pour le black Friday qu'ils ne peuvent pas tenir et ainsi les commandes ne sont pas honorées; obligeant , après plusieurs mois d'attente à les annuler. Perte de temps et d'argent avec cette enseigne.";2024-02-01 18:17:06;cdiscount.com;2024-02-01 21:07:43
