note;commentaire;date;site;scrap_date
4;j'ai beug commande après avoir informé coordonnées bancaires j'ai donc appeler service client dont l'appel payant n'est commer ant trouve j'ai saisi commande s'est parfaitement déroulée suite ;2024-01-18 23:42:38;cdiscount.com;2024-02-01 21:07:43
1;acheter serre jardin produits contrefait chinoiserie absolue toutes vis devises fur mesure temps vent plaques d'épaisseur coup vent s'envole tout balles manquait articles montage j'ai faire appel service technique surtaxé propose bon réduction euros dédommagement rien acheter habitat jardin ;2024-01-18 17:34:51;cdiscount.com;2024-02-01 21:07:43
1;colis arrivé remballer livreurchocs pieds chaises non protégésvisseries absente chaises honte recevoir cela j'ai demandé dédommagement m'a proposé bon achat site hors question commande chez euxpersonne m'as contacter téléphone ;2024-01-22 15:58:58;cdiscount.com;2024-02-01 21:07:43
5;commande sans problème livraison rapide bonnes conditions ;2024-01-31 08:51:48;cdiscount.com;2024-02-01 21:07:43
5;site agréable facile utiliser prix très attractifs facilité paiement ;2024-01-29 19:33:02;cdiscount.com;2024-02-01 21:07:43
5;tout bien passé envoi rapide lendemain commande livraison prévu deux jours après respect délais bon suivi colis article bien emballé ;2024-01-23 15:21:51;cdiscount.com;2024-02-01 21:07:43
4;achat fauteuil relax bukimgam livraison carton impeccable seulement éléments monter sans notice sans explications basculer dossier faut appuyer dessus dos remettre repose pieds place appuyer jambes jusqu clic ;2024-01-12 14:00:36;cdiscount.com;2024-02-01 21:07:43
1;j'ai commandé chez janvier deja suivre colis c'est pratique cest groupe mazet après commerces messagerie j'appelle c'est société savoir colis j'ai monsieur verifie colis dit voie photos lit trou partout qu'il mal protégé eme photos bois abimer bref produits défectueux comme dit pourrait livrée marchandise cette état déla imaginée mécontentement contacte directement habitat jardin jai commender lit plus personne repond jai appelé fois aucune souhaite tre rembourser plus rien faire avis bien après négatif ceux qu'ils parfois colis correct c'était juste coup chance site fuir ;2024-01-18 23:08:10;cdiscount.com;2024-02-01 21:07:43
5;rien reprocher envoi très rapide livraison parfaitement déroulée produit conforme j'attendais bonne facture fonctionne bien ;2024-01-24 23:07:11;cdiscount.com;2024-02-01 21:07:43
5;efficace livraison conforme produit ;2024-02-01 08:24:23;cdiscount.com;2024-02-01 21:07:43
5;qualité surprenante fan très satisfaite achat ;2024-01-30 06:44:13;cdiscount.com;2024-02-01 21:07:43
1;habitat jardin pratique commerciale déplorable matériel dispo lors commande règlement encaissé immédiatement quelques jours plus tard alors j'attendais livraison annoncée jours suivants matériel n'est plus stock réapprovisionnement prévu environ mois facile procéder comme faire travailler l'argent clients attendant remboursement tarde venir grosse marge progression vendeur peut scrupuleux n'est fréquenter site relation vendeurs bien notés comme leroy merlin manomano d'autres comprends qu'on puisse travailler gens comme sans ternir image surtout sans vérifier fiabilité ;2024-01-11 14:02:19;cdiscount.com;2024-02-01 21:07:43
3;meubles conformes leurs descriptions délais livraison beaucoup plus rapides qu'annoncés site positif contre colis livrés abimés meubles rayés angles abimés l'ouverture cartons meubles n'ont renvoyés car rayures surtout l'arrière ferons plus d'achat site ;2024-01-13 15:20:56;cdiscount.com;2024-02-01 21:07:43
1;très mauvaise expérience commande septembre délai livraison déj puis deux colis deux pièces manquantes donc serre embase immontables depuis sav n'est rendez remboursement d'envoi pièces manquantes déconseille donc vivement ;2024-01-08 13:09:08;cdiscount.com;2024-02-01 21:07:43
4;lors l'achat j'avais délai livraison mois finalement j'ai livré mois après donc mois d'avance bonne surprise contre manque notice explicative montage précision certaines pièces sous scratch lit éviterait perte temps tout monde l'énervement car impossible joindre téléphone ;2024-02-01 19:00:15;cdiscount.com;2024-02-01 21:07:43
5;j'avais commentaires décevants propos menzzo j'ai appelé service client savoir plus tombé personne très aimable m'a rassuré j'ai donc commandé fauteuils j'ai livré semaine suivante sans cartons abimés déchirés comme j'ai lire fauteuils arrivés bon état j'ai peut tre chance ;2024-02-01 10:50:43;cdiscount.com;2024-02-01 21:07:43
5;j'ai déj répondu questionnaire renouvelle commentaire achat chaises identiques photos site colis très bien emballé livraison rapide livreur très professionnel recommande sérieux site ;2024-01-31 13:11:19;cdiscount.com;2024-02-01 21:07:43
3;ème achat chez menzzo s'était très bien passé livraison plus qu'épique j'ai déplacer villes différentes lieu d'habitation retrouver service livraison chronopost sav menzzo injoignable tél faut prendre rdv service déplorable tout frais livraison revanche satisfait produit ;2024-02-01 10:34:20;cdiscount.com;2024-02-01 21:07:43
5;commande s'est passée parfaitement livraison arrivée très vite aucun souci relever seul petit bémol pensais pouvoir retirer directement achat l'entrep solution n'était proposé obligeant payer livraison ;2024-01-31 14:35:16;cdiscount.com;2024-02-01 21:07:43
3;livrer semaine plus tard cartons défoncé abats jour lampe j'ai cru tre livré ques cadeau noël parents rappelé suite mécontentement proposé geste commercial beau suivi commercial correctif appliqué immédiatement ;2024-02-01 12:57:24;cdiscount.com;2024-02-01 21:07:43
5;part livraison très compliquée très satisfaite achat désign chaises pla beaucoup elles très confortables qualité tout maintenant voir temps ;2024-01-31 10:29:16;cdiscount.com;2024-02-01 21:07:43
1;lamentable meuble commandé novembre normalement livraison vers décembre après relances mail car téléphone bien entendu j'ai menacé faire rembourser totalité meuble n'étais livré janvier miracle janvier enfin l'appel transporteur livrer l'après midi déconseille fortement dernier achat aucun sav aucun respect client meuble sybille noir planche dessus n'est couleur reste meuble bcp plus foncé regrette bcp achat deconseille fortement site ;2024-01-31 22:01:11;cdiscount.com;2024-02-01 21:07:43
5;livraison temps j'avais petit souci commande sav réactif proposé gestes commerciaux remboursement d'une partie paiement coupon commande merci menzzo maintenant nouveau client fidèle ;2024-01-26 11:56:53;cdiscount.com;2024-02-01 21:07:43
1;sav médiocre très compliqué joindre lors d'une réclamation table état lamentable invendable irréparable sav propose remboursement bien refuse propose j'ai payé table disant remboursement long ect décourager refuse encore fois table complètement mée répond donc dois débrouiller emballer table sans photos table emballée n'enverrai transporteur donc remboursement ravie subir leurs problèmes ;2024-02-01 14:27:20;cdiscount.com;2024-02-01 21:07:43
1;livraison tardiveproduit mauvaise qualitéproduit présenté taille fait beaucoup plus petitne fonctionnait car blage trois morceaux raccordé chatterton fils non dénudés touchaient refaire tout photo l'appui besoin ;2024-02-01 10:26:56;cdiscount.com;2024-02-01 21:07:43
1;livreur balancé colis dessus portail chez planche complètement enfoncé etais pourtant chez dit livreur sms appelé juste sms dire dépose répondu etais chez sortie trouver colis devant portail maison donc balance dessus car portail fermé clef ;2024-01-31 19:54:53;cdiscount.com;2024-02-01 21:07:43
3;peux juger produit commandé car l'ai jamais colis perdu transporteur toutefois remercie d'avoir relancé commande m'avoir toujours répondu lors différentes interrogations attendant livraison prochaine salutations ;2024-01-29 13:02:59;cdiscount.com;2024-02-01 21:07:43
2;j'ai commandé lampadaire arc pied l'abat jour plastique tissu arrivé mauvais état enfoncé plusieurs endroits marques bien visibles rien dire concernant tige métal doré quant impeccable ;2024-02-01 14:16:18;cdiscount.com;2024-02-01 21:07:43
1;commandé tabourets bar novembre premier point négatif livraison retard deuxième point négatif qualité matériel médiocre bancal renvoie troisième point négatif commande retournée depuis mois nouvelles remboursement aucune réponse nombreux mails appels rdv téléphonique pris sav non honoré n'ai aucune information concernant remboursement déconseille fortement commander chez ;2024-02-01 11:11:53;cdiscount.com;2024-02-01 21:07:43
1;livreur n'a livré pied porte paquets très lourd qu'il place garer juste devant porte très dur porter paquets chez mou ;2024-01-31 22:16:54;cdiscount.com;2024-02-01 21:07:43
4;livraison conforme commande notice succincte langue étrangère cependant compréhensible delai livraison contre limite l'acceptable plus d'un mois retard date pourtant annoncée aucune information sauf réponse relances ;2024-01-25 11:39:06;cdiscount.com;2024-02-01 21:07:43
1;commande juin d'un meuble livraison plus longue qu'indiquée colis pièces abimées pièces absentes après nombreuses démarches mail beaucoup promesses compris remboursement promis cas non livraison fin décembre promesse non tenue transporteur cause menzzo jour pièces rechanges toujours livrées l'entreprise refusé l'intervention médiateur impossible joindre téléphone tous avis négatifs depuis mois menzzo continue d'escroquer clients fait dgccrf ;2024-01-29 20:54:12;cdiscount.com;2024-02-01 21:07:43
2;service client injoignable tel quand prend rdv rappelle contact mail insatisfait réponse correspond question livraison beaucoup trop longue suivi information incohérentes suivibref jamais referais commande site ;2024-02-01 11:30:36;cdiscount.com;2024-02-01 21:07:43
1;fournisseur généré doublon commande refuse rembourser frais port alors n'avons toujours article commandé sav très mauvaise foi moyen d'avoir interlocuteur téléphone quant dérobent derrière partenaire attention avis très défavorable menzoo ligne ;2024-01-30 16:03:17;cdiscount.com;2024-02-01 21:07:43
5;depuis quelques années seul lecteur dvd permettait d'écouter voulais gagner qualité audio platine dédiée c'est fait nette différence aussi blage hauteur livraison délais annoncé prix doux lors soldes janvier ;2024-02-01 11:32:34;cdiscount.com;2024-02-01 21:07:43
5;lecture livre apprendra beaucoup fonctionnement face changement celui équipes l'application cette méthode fera gagner beaucoup confiance temps d'argent recommande tous particuliers professionnels ;2024-02-01 10:33:26;cdiscount.com;2024-02-01 21:07:43
5;fnac ternes c'est derniers magasins physiques l'enseigne paris absolument sauvegarder dois traverser seine venir temple produits culturels fais dès j'ai temps weekend magasin spacieux sélection encore variée rayons culture masse envahissent peu peu espaces autrefois préservés produits culturels plus exigeants musique classique loin l'époque possible d'écouter bel enregistrement piano salon auditorium conseils vendeurs notamment rayons musique classique magasin tout simplement beau l'extérieur comme l'intérieur mention spéciale rayons livres ème ème étages musique classique ème certes rétréci dvd blurays l'on trouve blockbusters merci tout staff tre présent jours accompagner loisir culturel faut sauver beaux bons magasins physiques faut aller fnac ternes ;2024-02-01 10:31:38;cdiscount.com;2024-02-01 21:07:43
5;bonne réaction service client fnac vite agit rembourser première commande semble expédié très fan prestataire livraison chronopost ailleurs avoir déj mal problèmes ;2024-01-31 14:21:06;cdiscount.com;2024-02-01 21:07:43
1;inadmissible j'ai acheté ordinateur lors soldes colis m'a remis vide sav immédiatement averti service adv traite demandes tout simplement clos demande sans m'avertir j'ai découvert hier client fnac depuis années achète matériel informatique régulièrement j'aurais apprécié fnac réfugie derrière closes contractuelles contestables recommande sav géré commerciaux non juristes ;2024-01-31 17:06:38;cdiscount.com;2024-02-01 21:07:43
5;évidemment mieux marché casques dépendant d'un super derrière surtout beaucoup plus chers l'achat souhaitez très bonne expérience voir films écran géant videos jeux très immersifs cela sans disposer dernier foncez plus bénéficiez d'un moins carte graphique récente alors pourrez plus bénéficier jeux encore plus immersifs résolution graphique correcte écran géant etc réalité augmenté vrai plus dont potentiel n'est encore bien exploité ;2024-01-30 11:15:35;cdiscount.com;2024-02-01 21:07:43
5;ras commande livraison standards colis très bien emballé très bon beaucoup mieux vieille charge quoique fois fonction pièce l'emplacement l'enceinte basses peuvent tre peu trop présentes rapport volume medium aigus ras l'autonomie plus jours complets d'affilés faible volume ;2024-01-30 11:12:12;cdiscount.com;2024-02-01 21:07:43
5;j'adore ner rayons fnac parcourir magasin découvrir surprise livre écouter morceau musique avoir conseil avisé d'un vendeur c'est tellement plus agréable humain qu'une commande sans site internet soutenons vrais commerces animent villes enrichissent culture ;2024-01-26 23:04:52;cdiscount.com;2024-02-01 21:07:43
4;fnac angers vendeurs très gentils agréables faisait beaucoup trop chaud bon courage vendeurs travaillent doivent supporter toute journée ;2024-01-30 10:40:23;cdiscount.com;2024-02-01 21:07:43
5;figurines top premières funko pop n'aurais jamais penser avoir peu cher pièce ravie contre fait livrer relais colis transporteur perdu paquet donc peu temps arriver ;2024-02-01 11:40:42;cdiscount.com;2024-02-01 21:07:43
3;manque disponibilité vendeurs techniques c'est dire ceux peuvent orienter achat lorsque l'on choisit apple s'attend remise prix bas donc prisx n'est facteur déterminant l'achat contre peut guider faction l'usage ;2024-02-01 17:41:55;cdiscount.com;2024-02-01 21:07:43
5;profiter d'une offre promotionnelle livraison très rapide jour avant date prévue souhaite opérations encore plus nombreuses l'avenir ;2024-02-01 14:56:43;cdiscount.com;2024-02-01 21:07:43
5;livre beaucoup attendions effet plupart ouvrages voix complexes flous disent tout leurs contraire terme geste vocal elena prouve qu'avec outils précis efficaces geste vocal devient facile libre coach vocal c'est livre référence propose coachés mettre toutes mains ceux veulent apprendre chanter conservant santé vocale bravo l'auteure ;2024-01-30 12:40:05;cdiscount.com;2024-02-01 21:07:43
1;j'ai commandé site l'ai anglais j'ai appelé service client premier temps m'adresse bon retour échange puis rappelle dire refus car indiquer site entretemps mention anglais rajouté tellement cette attitude ;2024-01-30 18:05:34;cdiscount.com;2024-02-01 21:07:43
1;propose prix black friday qu'ils peuvent tenir ainsi commandes honorées obligeant après plusieurs mois d'attente annuler perte temps d'argent cette enseigne ;2024-02-01 18:17:06;cdiscount.com;2024-02-01 21:07:43
5;très satisfaite pouvoir commander livres faire livrer veux magasin domicile cela permet découvrir nouveaux auteurs car panel choix assez vaste ;2024-01-29 13:48:29;cdiscount.com;2024-02-01 21:07:43
5;fais entièrement tre jeu voix nain enfants fans c'est jdr laissant moins place l'improvisation jets dés remplacées épreuves celles règles simples accessibles tous faudra concentration bonne synchronisation réussir ;2024-01-29 10:42:05;cdiscount.com;2024-02-01 21:07:43
5;j'ai acheté cette configuration principalement bureautique personnel ainsi regarder vidéos plus téléphone tablette aussi samsung coup connectent ensemble cohabitation totale c'est vraiment top tout j'attendais ;2024-01-29 12:59:02;cdiscount.com;2024-02-01 21:07:43
5;site internet peu trop chargé toujours pseudo programme remboursement piégeux chez partenaire issue commande tout ceci compensé service compétence collaborateurs livraison top ;2024-01-28 09:36:38;cdiscount.com;2024-02-01 21:07:43
1;cela fait deuxième fois commande livre insatisfait cette entreprise savent gérer livraison averti quand y'a retard j'attends toujours livraison commandé y'a jours colis bloqué plateforme depuis semaine personnes répondent téléphone fran ais parlent très mal proposent aucune solution résultat commanderai plus sites délocalisés ;2024-01-29 16:36:12;cdiscount.com;2024-02-01 21:07:43
5;pris charge damyan acheter four conseils avisés permis économiser argent lieu changer four fait réparer assurance darty essentiel tous appareils ménagers beaucoup moins chermerci damyanmerci aussi techniciens venus réparer temps record malgré commande pièce vraiment très satisfaite service ;2024-01-31 10:26:34;cdiscount.com;2024-02-01 21:07:43
5;magasin très accueillant j'ai affaire services administratifs caisse service retrait vendeur tous quatre très agréables compétents peu très d'attente partout personnels très arrangeants j'ai parfaitement conseillé nombreux domaine recommande magasin ;2024-01-31 13:59:31;cdiscount.com;2024-02-01 21:07:43
5;j'ai acheté excellente mini cha dispose fonctionnalités indispensables qualité per bonne n'y qu' voir bornier vis raccordement enceintes franchement correct comme souvent chez yamaha puissance largement suffisante petite pièce manquerait connectivité type musicast chez yamaha prix peut tout avoir contre lors l'achat magasin l'article plus cher site internet j'ai voir responsable magasin qu'ils s'alignent chose qu'ils fait ;2024-01-30 16:41:00;cdiscount.com;2024-02-01 21:07:43
5;j'ai acheté lave vaisselle suite conseils vendeur accueilli chaleureusement sébastien charmante personne l'écoute demandes très perspicace alors n'est rayon produit fonctionne correctement moment donc rien dire partis petits cadeaux assurance car l'explication donnée honn très claire merci d'ailleurs ;2024-01-28 16:03:40;cdiscount.com;2024-02-01 21:07:43
5;bonjour comme l'habitude darty propose produits écoute conseils livraison installation très haute qualité préférant acheter chez darty simplement internet recommande fortement ;2024-01-31 13:44:13;cdiscount.com;2024-02-01 21:07:43
5;frigo qualité prix nickel n'est très grand j'en fait c'est parfait vendeurs livreurs darty toujours aimables agréables ;2024-02-01 13:47:08;cdiscount.com;2024-02-01 21:07:43
1;j'attends commande tefal devait arriver janvier malgré relances n'ai toujours nouvelles sms aucun geste commercial aucun appel c'est vraiment inadmissible irrespectueux part vraiment très mécontentement service n'est plus hauteur sekkat mans ;2024-01-29 22:17:21;cdiscount.com;2024-02-01 21:07:43
5;produit correspond exactement attentes silencieux produit haut gamme hors budget prévisionnel acheté durant soldes janvier j'ai donc profité d'un excellent rapport qualité prix livraison installations effectuées délais livreurs sympathiques ;2024-01-27 14:49:07;cdiscount.com;2024-02-01 21:07:43
1;technicien retard j'ai attendu pendant lorsque fais remarque non respect horaires c'est technicien m'engueule seule panne réglée signalée avant l'intervention disant seconde panne due fait n'avais nettoyé filtre sèche linge mois après départ technicien lance séchage fonctionne toujours j'appelle hotline faire part mécontentement m'assure qu'un responsable prendra contact sous max n'ai toujours recontacté finir vendeur m'avait forcé main prenne l'abonnement darty max mois censé m'apporter service d'assistance dépannage prioritaire remplacement l'appareil cas panne j'ai acheté chez darty c'est service après vente devenu désastreux ;2024-01-31 18:23:15;cdiscount.com;2024-02-01 21:07:43
1;j'ai commandé passé grosse commande internet livrée darty four micro ondes lave linge réfrigérateur cuisine j'ai finalement décidé remplacer fours micro ondes gros four classique allée acheter magasin darty j'ai appelé service client darty reprise four micro ondes m'a dit qu'il impossible rapporter magasin transporteur doit venir chercher dois payer frais rétractation honteux pensais qu'en france jours changer d'avis après commande internet croyais qu'on n'avait droit faire payer frais rétractation dommage reprendra plus commander site darty ;2024-01-31 10:26:52;cdiscount.com;2024-02-01 21:07:43
1;j'ai acheté décodeur jvc euros rien fonctionne faut faire croix bannière remboursement regrette amèrement achat chez darty consience professionnel service clients abominable quand magasin effectuer achat darty demande cela compatible s'il fonctionne bien dit oui oui oui oui oui oui arriver maison rien fonctionne j'ai foutu euros poubelle ;2024-01-30 16:08:25;cdiscount.com;2024-02-01 21:07:43
1;acheté vélo électrique marque eleglide chez partenaires darty s'appele fastprint parcourus batterie prend feu contacte darty met relation vendeur jour vendeur fastprint m'en envoyé batterie connexion batterie qu'il m'avait promis écrit finalement darty m'est d'aucun secors puisque chaque appel fais darty n'est qu'une plateforme oit appels sans apporter soutien client c'est scandaleux faire partenariat vendeur fastprint respecte client l'engagement qu'il prend écrit darty fastprint c'est terminé zéro pointé ;2024-01-29 16:39:54;cdiscount.com;2024-02-01 21:07:43
5;concernant darty près chez très bon accueil personnel top répondu toutes questions deux produits achetés très bons vendeurs très sympathiques produits d'excellente qualité friteuse sans huile ninja foodie air fryer cafetière broyeur delonghi dinamica ;2024-01-23 16:59:43;cdiscount.com;2024-02-01 21:07:43
5;livraison après commande rdv minute près livreurs très sympathiques repris l'ancienne machine l'installation très rapide impeccable ;2024-01-28 14:04:59;cdiscount.com;2024-02-01 21:07:43
1;service client fuir dartymax vol organisé darty c'est fini dorénavant j'irais chez concurrent j'ai souscrit contrat dartymax lors d'un gros achat bout mois durée contrat n'en utilité veux résilier c'est facile internet compte client nenni compte client n'y l'abonnement donc rendez magasin peux rien faire appelez service client vont résilier directement téléphone après appel demande résiliation voil contrat résilié sauf prélèvement bancaire dartymax continue tous mois obligé rentrer procédure faire stopper pendant temps mois passent darty encaisse m'attendais pratiques aussi limites chez dorénavant n'y mettrais plus pieds j'irais chez concurrent plus seul centime dépensé chez darty c'est dommage ;2024-01-30 18:51:54;cdiscount.com;2024-02-01 21:07:43
1;lors d'un achat d'imprimante m'a imposé assurance gratuite mois j'ai refusée depuis plusieurs mois fait prélèvements carte m'a servie régler l'achat fais réclamation résilie contrat m'appelle avoir précisions faire plaisir supprime dernier prélèvement janvier prélèvement vient quand tre tiré chez darty méthodes ventes peu loyales mensongères fait plus confiance ;2024-01-30 12:32:30;cdiscount.com;2024-02-01 21:07:43
5;parfait commande passée internet retrait magasin vichy rapide vendeur serviable m'a aidé transporter produit jusqu' voiture ;2024-01-29 13:49:03;cdiscount.com;2024-02-01 21:07:43
1;bonjour j'ai acheté lave linge chez darty seconde vie deux transporteurs l'ont installé comme l'air costaud expérimentés voyant trainer lave linge parquet j'étais certes perplexe j'ai cru qu'il patins n'ai rien dit bien yeux disait long pièce sombre m'en rendu compte tout suite donc n'ai rien noté avant signer bonne réception matériel soir j'ai rayures exactement l'endroit tra lave linge j'ai contacté darty m'a répondu délai court immédiatement renvoyé coordonnées darty occasion darty occasion m'a contacté promettant passer voir dég personne n'est venu ailleurs lorsque j'appelle darty continue répondre immédiatement sauf darty occasion répond jamais j'ai laissé messages plusieurs reprises sans jamais tre connecté trouve cela insensé d'embaucher transporteurs formés ;2024-01-30 00:13:08;cdiscount.com;2024-02-01 21:07:43
5;équipe incroyable écoute patient très aimable très bien magasin havre coty très satisfaite achat service client recommande fortement ;2024-01-31 18:18:00;cdiscount.com;2024-02-01 21:07:43
4;vendeur très qualifié aimable bons conseils dommage qu'il vendu assurance dont servira jamais ;2024-01-29 18:23:58;cdiscount.com;2024-02-01 21:07:43
